ID,time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_mid (%),cloud_cover_low (%),visibility (m),evapotranspiration (mm),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (m/s),wind_speed_80m (m/s),wind_speed_120m (m/s),wind_speed_180m (m/s),wind_direction_10m (°),wind_direction_80m (°),wind_direction_120m (°),wind_direction_180m (°),wind_gusts_10m (m/s),temperature_80m (°C),temperature_120m (°C),temperature_180m (°C),cloud_cover_high (%),uv_index (),uv_index_clear_sky (),sunshine_duration (s),wet_bulb_temperature_2m (°C),freezing_level_height (m),boundary_layer_height (m),region,weather_category,precipitation_probability (%)
region 6_2025-12-02_08,2025-12-02 08:00:00,27.2,,23.3,32.2,0.0,0.0,0.0,0.0,0.0,2.0,1012.0,1009.6,83.0,71.0,25.0,24140.0,0.09,0.13,0.76,,1.36,1.43,1.71,73.0,73.0,78.0,83.0,2.4,26.1,25.4,24.6,15.0,1.2,1.45,3600.0,24.3,4880.0,190.0,region 6,Thunderstorm no hail,0
region 7_2025-12-02_08,2025-12-02 08:00:00,27.7,80.0,23.9,33.4,0.0,0.0,0.0,0.0,0.0,2.0,1012.0,1004.3,64.0,64.0,0.0,24140.0,0.06,0.13,0.74,0.67,0.99,1.08,1.32,27.0,45.0,68.0,81.0,1.4,27.0,26.6,25.8,21.0,1.35,1.45,,24.9,4890.0,245.0,region 7,Thunderstorm no hail,5
region 8_2025-12-02_08,2025-12-02 08:00:00,26.2,82.0,22.9,30.4,0.0,0.0,0.0,0.0,0.0,3.0,1012.5,1001.3,,72.0,41.0,24140.0,0.08,0.12,0.61,2.28,2.82,3.41,3.33,247.0,247.0,238.0,229.0,4.0,25.0,24.4,23.8,0.0,1.5,1.5,2376.31,23.8,4920.0,420.0,region 8,Thunderstorm no hail,3
region 1_2025-12-02_09,2025-12-02 09:00:00,24.2,82.0,20.9,28.1,0.0,0.0,0.0,0.0,0.0,3.0,1013.9,971.0,89.0,78.0,37.0,24140.0,0.18,0.22,0.54,0.78,0.86,0.81,0.81,130.0,126.0,120.0,120.0,2.5,22.7,22.1,21.3,5.0,3.1,3.6,3600.0,21.8,4940.0,475.0,region 1,Thunderstorm with hail,0
region 2_2025-12-02_09,2025-12-02 09:00:00,26.9,81.0,23.4,32.5,0.0,0.0,0.0,0.0,0.0,3.0,1012.7,1006.4,,73.0,46.0,24140.0,0.2,0.24,0.67,0.22,0.22,0.22,0.42,153.0,153.0,153.0,135.0,2.7,25.3,24.7,23.8,16.0,3.3,3.4,3600.0,24.3,4880.0,685.0,region 2,Thunderstorm no hail,10
region 3_2025-12-02_09,2025-12-02 09:00:00,27.7,76.0,23.1,32.7,0.0,0.0,0.0,0.0,0.0,3.0,1012.8,1000.2,88.0,68.0,55.0,24140.0,0.21,0.26,0.89,1.12,1.21,1.21,1.21,117.0,114.0,114.0,114.0,2.5,26.2,25.5,24.6,0.0,1.55,3.5,3600.0,24.4,4930.0,285.0,region 3,Thunderstorm with hail,0
region 4_2025-12-02_09,2025-12-02 09:00:00,26.0,80.0,22.3,30.4,0.0,0.0,0.0,0.0,0.0,2.0,1013.1,994.8,79.0,52.0,55.0,24140.0,0.18,0.24,0.67,1.35,1.56,1.56,1.56,228.0,230.0,230.0,230.0,3.3,24.3,23.6,22.8,0.0,3.6,3.6,3600.0,23.3,4950.0,680.0,region 4,Thunderstorm with hail,0
region 5_2025-12-02_09,2025-12-02 09:00:00,27.8,76.0,23.1,32.8,0.0,0.0,0.0,0.0,0.0,3.0,1012.4,1007.0,86.0,62.0,57.0,24140.0,0.22,0.26,0.89,1.0,1.1,1.1,1.1,96.0,95.0,95.0,95.0,2.3,26.1,25.4,24.6,0.0,0.9,3.45,3600.0,24.4,4920.0,140.0,region 5,Thunderstorm no hail,0
region 6_2025-12-02_09,2025-12-02 09:00:00,27.7,76.0,23.1,32.5,0.0,0.0,0.0,0.0,0.0,2.0,1012.2,1009.8,77.0,57.0,46.0,24140.0,0.1,0.26,0.89,1.4,1.6,1.6,1.6,86.0,86.0,86.0,86.0,2.3,26.4,25.7,24.8,1.0,1.85,3.45,3600.0,24.3,4900.0,350.0,region 6,Thunderstorm no hail,0
region 7_2025-12-02_09,2025-12-02 09:00:00,29.4,,24.1,35.3,0.0,0.0,0.0,0.0,0.0,2.0,1012.3,1004.7,62.0,62.0,0.0,24140.0,0.2,0.27,1.11,0.51,0.6,0.6,0.6,101.0,90.0,90.0,90.0,1.5,27.7,27.0,26.1,2.0,3.3,3.5,3600.0,25.5,4910.0,625.0,region 7,Thunderstorm no hail,0
region 8_2025-12-02_09,2025-12-02 09:00:00,27.4,77.0,23.1,31.8,0.0,0.0,0.0,0.0,0.0,3.0,1012.6,1001.4,90.0,78.0,41.0,24140.0,0.18,0.24,0.84,2.19,2.55,2.62,2.62,227.0,225.0,227.0,223.0,4.4,25.8,25.1,24.3,0.0,3.6,3.6,3600.0,24.2,4940.0,700.0,region 8,Thunderstorm no hail,0
region 1_2025-12-02_10,2025-12-02 10:00:00,25.1,78.0,21.0,28.6,0.0,0.0,0.0,0.0,0.0,3.0,1013.4,970.6,92.0,79.0,51.0,24140.0,0.34,0.35,0.7,1.66,1.86,1.92,1.84,147.0,144.0,141.0,139.0,4.2,23.5,22.8,22.1,0.0,5.7,5.85,3600.0,22.2,4940.0,790.0,region 1,Thunderstorm with hail,0
region 2_2025-12-02_10,2025-12-02 10:00:00,28.3,,23.2,33.5,0.0,0.0,0.0,0.0,0.0,3.0,1012.3,1006.0,,77.0,46.0,24140.0,0.32,0.35,1.0,0.86,1.0,1.0,1.08,144.0,143.0,143.0,146.0,3.7,26.4,25.7,24.9,19.0,5.15,5.65,3600.0,24.6,4880.0,925.0,region 2,Thunderstorm no hail,3
region 3_2025-12-02_10,2025-12-02 10:00:00,28.6,72.0,23.1,33.1,0.0,0.0,0.0,0.0,0.0,3.0,1012.4,999.9,88.0,68.0,54.0,24140.0,0.32,0.36,1.09,1.84,2.05,2.05,2.05,139.0,137.0,137.0,137.0,4.0,26.9,26.2,25.3,0.0,5.25,,,24.6,4920.0,620.0,region 3,Thunderstorm with hail,0
region 4_2025-12-02_10,2025-12-02 10:00:00,27.2,75.0,22.3,31.4,0.0,0.0,0.0,0.0,0.0,3.0,1012.6,994.4,84.0,48.0,71.0,24140.0,0.31,0.37,0.9,1.66,1.88,1.88,1.88,205.0,205.0,205.0,205.0,3.9,25.3,24.6,23.8,0.0,5.8,5.8,3600.0,23.7,4940.0,865.0,region 4,Thunderstorm with hail,0
region 5_2025-12-02_10,2025-12-02 10:00:00,28.8,72.0,23.3,33.8,0.0,0.0,0.0,0.0,0.0,2.0,1011.9,1006.5,81.0,58.0,50.0,24140.0,0.34,0.37,1.11,1.35,1.56,1.56,1.56,132.0,130.0,130.0,130.0,3.0,27.0,26.3,25.4,0.0,1.9,,,24.8,4920.0,265.0,region 5,Thunderstorm no hail,0
region 6_2025-12-02_10,2025-12-02 10:00:00,28.2,74.0,23.2,32.9,0.0,0.0,0.0,0.0,0.0,2.0,1011.8,1009.4,75.0,52.0,45.0,24140.0,0.14,0.39,1.0,1.75,1.84,1.93,1.93,114.0,112.0,111.0,111.0,2.9,26.9,26.2,25.3,0.0,2.15,,3600.0,24.5,4910.0,335.0,region 6,Thunderstorm no hail,0
region 7_2025-12-02_10,2025-12-02 10:00:00,30.8,67.0,24.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,1011.8,1004.2,89.0,66.0,59.0,24140.0,0.33,0.41,1.46,1.78,2.0,2.0,2.08,128.0,127.0,127.0,125.0,3.6,28.8,28.1,27.2,0.0,4.95,5.7,3600.0,25.9,4910.0,875.0,region 7,Thunderstorm no hail,0
region 8_2025-12-02_10,2025-12-02 10:00:00,29.1,70.0,23.1,33.4,0.0,0.0,0.0,0.0,0.0,3.0,1012.1,1001.0,85.0,68.0,43.0,24140.0,0.3,0.4,1.21,2.33,2.64,2.73,2.82,211.0,209.0,208.0,207.0,4.6,27.1,26.4,25.5,0.0,5.7,,3600.0,24.8,4940.0,940.0,region 8,Thunderstorm no hail,0
region 1_2025-12-02_11,2025-12-02 11:00:00,26.1,73.0,20.9,29.9,0.0,0.0,0.0,0.0,0.0,3.0,1013.1,970.5,93.0,76.0,61.0,24140.0,0.43,0.44,0.91,2.02,2.3,2.22,2.28,147.0,146.0,144.0,142.0,5.0,24.2,23.5,22.8,0.0,5.9,7.8,3600.0,22.4,4940.0,985.0,region 1,Thunderstorm with hail,0
region 2_2025-12-02_11,2025-12-02 11:00:00,29.1,68.0,22.6,33.4,0.0,0.0,0.0,0.0,0.0,3.0,1012.0,1005.7,93.0,79.0,50.0,24140.0,0.35,0.37,1.29,1.7,2.13,2.13,2.2,140.0,139.0,139.0,141.0,4.3,27.3,26.6,25.7,42.0,6.9,7.55,,24.4,4870.0,980.0,region 2,Thunderstorm no hail,3
region 3_2025-12-02_11,2025-12-02 11:00:00,29.8,68.0,23.3,35.1,0.0,0.0,0.0,0.0,0.0,3.0,1012.0,999.5,83.0,66.0,45.0,24140.0,0.39,0.47,1.34,1.48,1.7,1.7,1.75,152.0,152.0,152.0,149.0,4.0,27.8,27.1,26.2,0.0,7.5,7.65,3600.0,25.1,4910.0,985.0,region 3,Thunderstorm with hail,3
region 4_2025-12-02_11,2025-12-02 11:00:00,28.8,67.0,22.0,33.4,0.0,0.0,0.0,0.0,0.0,2.0,1012.2,994.1,71.0,48.0,42.0,24140.0,0.4,0.5,1.3,1.99,2.18,2.18,2.18,198.0,196.0,196.0,196.0,4.6,26.5,25.8,25.0,0.0,7.55,7.7,,24.0,4920.0,1035.0,region 4,Thunderstorm with hail,0
region 5_2025-12-02_11,2025-12-02 11:00:00,30.2,,23.2,35.8,0.0,0.0,0.0,0.0,0.0,2.0,1011.5,1006.2,76.0,57.0,39.0,24140.0,0.44,0.5,1.46,,1.49,1.52,1.52,163.0,160.0,157.0,157.0,3.2,28.1,27.4,26.5,0.0,7.35,7.6,3600.0,25.2,4910.0,930.0,region 5,Thunderstorm no hail,3
region 6_2025-12-02_11,2025-12-02 11:00:00,28.7,72.0,23.2,34.1,0.0,0.0,0.0,0.0,0.0,2.0,1011.6,1009.2,71.0,57.0,22.0,24140.0,0.18,0.49,1.1,2.02,2.16,2.14,2.14,147.0,146.0,143.0,143.0,3.3,27.3,26.6,25.8,0.0,7.55,7.6,3600.0,24.7,4910.0,885.0,region 6,Thunderstorm no hail,3
region 7_2025-12-02_11,2025-12-02 11:00:00,32.0,62.0,23.8,37.5,0.0,0.0,0.0,0.0,0.0,3.0,1011.5,1003.9,87.0,63.0,55.0,24140.0,0.39,0.51,1.81,2.16,2.44,2.36,2.42,146.0,145.0,144.0,142.0,4.4,29.6,28.9,28.0,0.0,6.6,7.6,3600.0,26.1,4910.0,1135.0,region 7,Thunderstorm no hail,0
region 8_2025-12-02_11,2025-12-02 11:00:00,30.9,61.0,22.6,35.9,0.0,0.0,0.0,0.0,0.0,2.0,1011.6,1000.5,70.0,53.0,33.0,24140.0,0.41,0.54,1.75,2.34,2.75,2.85,2.94,200.0,199.0,198.0,198.0,4.8,28.6,27.8,27.0,0.0,7.05,7.7,,25.0,4920.0,1100.0,region 8,Thunderstorm no hail,5
region 1_2025-12-02_12,2025-12-02 12:00:00,26.9,69.0,20.7,30.8,0.0,0.0,0.0,0.0,0.0,3.0,1012.3,969.8,94.0,79.0,55.0,24140.0,0.47,0.49,1.1,2.25,2.52,2.44,2.36,148.0,146.0,145.0,144.0,5.5,24.9,24.2,23.4,8.0,4.45,,3600.0,22.5,4940.0,810.0,region 1,Thunderstorm with hail,5
region 2_2025-12-02_12,2025-12-02 12:00:00,30.2,63.0,22.4,34.6,0.0,0.0,0.0,0.0,0.0,3.0,1011.2,1005.0,91.0,77.0,47.0,24140.0,0.38,0.45,1.59,1.7,1.98,2.13,2.13,140.0,139.0,139.0,139.0,4.5,28.1,27.4,26.5,32.0,8.3,8.85,3600.0,24.7,4880.0,1080.0,region 2,Thunderstorm no hail,3
region 3_2025-12-02_12,2025-12-02 12:00:00,30.8,,23.0,36.3,0.0,0.0,0.0,0.0,0.0,3.0,1011.2,998.8,85.0,69.0,45.0,24140.0,0.42,0.52,1.65,,1.65,1.65,1.65,165.0,166.0,166.0,166.0,3.7,28.7,28.0,27.2,0.0,8.2,8.9,3600.0,25.3,4890.0,1250.0,region 3,Thunderstorm with hail,5
region 4_2025-12-02_12,2025-12-02 12:00:00,30.1,,21.5,35.2,0.0,0.0,0.0,0.0,0.0,3.0,1011.3,993.3,86.0,69.0,50.0,24140.0,0.47,0.6,1.71,2.0,2.2,2.2,2.1,180.0,180.0,180.0,180.0,4.7,27.8,27.0,26.2,1.0,8.45,8.95,,24.1,4890.0,1280.0,region 4,Thunderstorm with hail,5
region 5_2025-12-02_12,2025-12-02 12:00:00,31.2,62.0,23.0,36.5,0.0,0.0,0.0,0.0,0.0,3.0,1010.8,1005.5,88.0,68.0,54.0,24140.0,0.46,0.53,1.72,1.9,2.0,2.0,2.0,183.0,180.0,177.0,177.0,4.0,29.0,28.3,27.4,0.0,7.45,8.85,3600.0,25.4,4890.0,1205.0,region 5,Thunderstorm no hail,5
region 6_2025-12-02_12,2025-12-02 12:00:00,29.0,73.0,23.7,35.1,0.0,0.0,0.0,0.0,0.0,3.0,1010.9,1008.5,83.0,62.0,47.0,24140.0,0.21,0.58,1.08,2.6,2.75,2.69,2.69,164.0,161.0,158.0,158.0,4.0,27.5,26.7,25.9,0.0,6.5,8.85,3600.0,25.1,4910.0,1025.0,region 6,Thunderstorm no hail,5
region 7_2025-12-02_12,2025-12-02 12:00:00,33.0,58.0,23.6,39.1,0.0,0.0,0.0,0.0,0.0,3.0,1010.7,1003.2,81.0,66.0,46.0,24140.0,0.48,0.64,2.11,2.55,2.82,2.82,2.78,154.0,153.0,153.0,150.0,5.0,30.4,29.6,28.7,0.0,5.4,8.85,3600.0,26.3,4910.0,1240.0,region 7,Thunderstorm no hail,0
region 8_2025-12-02_12,2025-12-02 12:00:00,32.4,,22.2,37.9,0.0,0.0,0.0,0.0,0.0,2.0,1010.8,999.8,75.0,51.0,45.0,24140.0,0.48,0.65,2.19,2.22,2.52,2.62,2.62,188.0,187.0,187.0,187.0,4.9,29.7,29.0,28.1,2.0,8.45,8.95,3600.0,25.3,4890.0,1365.0,region 8,Thunderstorm no hail,15
region 1_2025-12-02_13,2025-12-02 13:00:00,27.8,65.0,20.6,31.9,0.0,0.0,0.0,0.0,0.0,3.0,1011.6,969.3,88.0,73.0,38.0,24140.0,0.47,0.55,1.31,2.56,2.82,2.73,2.73,159.0,157.0,156.0,156.0,6.1,25.7,25.0,24.2,51.0,5.55,9.5,3600.0,22.8,4930.0,910.0,region 1,Thunderstorm with hail,8
region 2_2025-12-02_13,2025-12-02 13:00:00,31.4,59.0,22.4,36.3,0.0,0.0,0.0,0.0,0.0,3.0,1010.6,1004.4,,86.0,48.0,24140.0,0.42,0.53,1.88,1.81,2.12,2.14,2.24,174.0,172.0,169.0,170.0,4.7,29.0,28.3,27.4,52.0,7.15,9.3,3600.0,25.1,4880.0,960.0,region 2,Thunderstorm no hail,3
region 3_2025-12-02_13,2025-12-02 13:00:00,31.6,59.0,22.6,36.5,0.0,0.0,0.0,0.0,0.0,3.0,1010.5,998.1,93.0,77.0,58.0,24140.0,0.44,0.55,1.9,2.2,2.4,2.4,2.3,180.0,180.0,180.0,180.0,4.8,29.6,28.8,28.0,2.0,8.55,9.3,3600.0,25.3,4880.0,1425.0,region 3,Thunderstorm with hail,18
region 4_2025-12-02_13,2025-12-02 13:00:00,31.0,55.0,20.9,35.4,0.0,0.0,0.0,0.0,0.0,3.0,1010.5,992.5,,66.0,56.0,24140.0,0.45,0.57,2.02,2.01,2.22,2.22,2.22,174.0,172.0,172.0,172.0,4.7,28.8,28.1,27.2,0.0,8.9,9.35,3600.0,24.0,4900.0,1395.0,region 4,Thunderstorm with hail,15
region 5_2025-12-02_13,2025-12-02 13:00:00,31.3,62.0,23.2,36.4,0.0,0.0,0.0,0.0,0.0,3.0,1010.2,1004.9,94.0,85.0,56.0,24140.0,0.48,0.55,1.74,2.75,3.04,3.03,2.93,190.0,189.0,188.0,188.0,5.7,29.2,28.5,27.6,0.0,8.65,9.3,3600.0,25.5,4880.0,1290.0,region 5,Thunderstorm no hail,18
region 6_2025-12-02_13,2025-12-02 13:00:00,29.0,74.0,23.9,34.6,0.0,0.0,0.0,0.0,0.0,3.0,1010.5,1008.1,93.0,79.0,58.0,24140.0,0.22,0.54,1.04,3.0,3.21,3.21,3.13,178.0,176.0,175.0,173.0,4.5,27.5,26.7,25.9,0.0,8.25,,3600.0,25.3,4910.0,1075.0,region 6,Thunderstorm no hail,18
region 7_2025-12-02_13,2025-12-02 13:00:00,33.1,59.0,24.0,38.3,0.0,0.0,0.0,0.0,0.0,3.0,1010.3,1002.8,90.0,81.0,35.0,24140.0,0.43,0.57,2.07,3.26,3.77,3.69,3.61,169.0,169.0,167.0,166.0,6.2,30.5,29.7,28.8,7.0,4.9,,,26.6,4910.0,940.0,region 7,Thunderstorm no hail,3
region 8_2025-12-02_13,2025-12-02 13:00:00,32.8,52.0,21.7,37.5,0.0,0.0,0.0,0.0,0.0,3.0,1010.0,999.0,86.0,69.0,51.0,24140.0,0.47,0.59,2.39,2.2,2.5,2.5,2.6,180.0,180.0,180.0,180.0,4.6,30.5,29.7,28.8,0.0,8.75,9.35,3600.0,25.1,4900.0,1545.0,region 8,Thunderstorm no hail,8
region 1_2025-12-02_14,2025-12-02 14:00:00,28.5,61.0,20.3,32.1,0.0,0.0,0.0,0.0,0.0,3.0,1010.5,968.3,91.0,60.0,71.0,24140.0,0.48,0.54,1.52,2.71,3.11,3.11,3.0,184.0,184.0,184.0,182.0,6.5,26.6,26.0,25.2,0.0,7.55,9.0,3600.0,22.8,4940.0,1050.0,region 1,Thunderstorm with hail,20
region 2_2025-12-02_14,2025-12-02 14:00:00,32.1,56.0,22.3,37.2,0.0,0.0,0.0,0.0,0.0,3.0,1009.4,1003.2,81.0,65.0,39.0,24140.0,0.45,0.58,2.11,2.11,2.42,2.52,2.52,185.0,187.0,187.0,187.0,5.7,29.8,29.1,28.2,7.0,5.8,8.85,3600.0,25.2,4910.0,610.0,region 2,Thunderstorm no hail,3
region 3_2025-12-02_14,2025-12-02 14:00:00,31.9,58.0,22.7,35.3,0.0,0.0,0.0,0.0,0.0,3.0,1009.4,997.1,,63.0,54.0,24140.0,0.39,0.47,1.99,3.61,4.32,4.22,4.22,185.0,185.0,185.0,185.0,7.1,29.9,29.2,28.3,0.0,8.45,,3600.0,25.4,4900.0,1635.0,region 3,Thunderstorm with hail,35
region 4_2025-12-02_14,2025-12-02 14:00:00,31.7,51.0,20.3,34.8,0.0,0.0,0.0,0.0,0.0,2.0,1009.4,991.5,56.0,39.0,37.0,24140.0,0.41,0.55,2.29,2.98,3.4,3.28,3.28,194.0,194.0,192.0,192.0,6.2,29.5,28.8,27.9,0.0,8.55,8.85,3600.0,23.9,4890.0,1775.0,region 4,Thunderstorm with hail,28
region 5_2025-12-02_14,2025-12-02 14:00:00,31.1,64.0,23.5,34.8,0.1,0.0,0.1,0.0,0.0,3.0,1009.3,1004.0,84.0,59.0,55.0,24140.0,0.4,0.45,1.63,3.98,4.79,4.88,4.79,192.0,191.0,191.0,191.0,7.5,29.0,28.2,27.3,0.0,8.5,8.85,3600.0,25.7,4890.0,1255.0,region 5,Thunderstorm no hail,35
region 6_2025-12-02_14,2025-12-02 14:00:00,28.7,79.0,24.7,33.9,0.0,0.0,0.0,0.0,0.0,3.0,1009.4,1007.0,85.0,71.0,37.0,24140.0,0.22,0.48,0.82,4.06,4.65,4.65,4.65,190.0,189.0,189.0,189.0,5.4,27.1,26.4,25.5,0.0,8.45,8.8,3600.0,25.7,4900.0,1155.0,region 6,Thunderstorm no hail,35
region 7_2025-12-02_14,2025-12-02 14:00:00,32.2,67.0,25.3,37.5,0.0,0.0,0.0,0.0,0.0,3.0,1009.3,1001.8,82.0,62.0,46.0,24140.0,0.38,0.53,1.59,4.24,5.17,5.26,5.26,195.0,195.0,194.0,194.0,7.6,29.4,28.6,27.7,0.0,8.1,8.85,3600.0,27.2,4900.0,905.0,region 7,Thunderstorm no hail,10
region 8_2025-12-02_14,2025-12-02 14:00:00,33.7,48.0,21.2,37.3,0.0,0.0,0.0,0.0,0.0,2.0,1008.8,997.9,72.0,38.0,52.0,24140.0,0.4,0.57,2.72,2.82,3.1,3.2,3.2,197.0,195.0,194.0,194.0,5.4,31.2,30.5,29.6,0.0,8.5,8.85,,25.1,4880.0,1925.0,region 8,Thunderstorm no hail,38
region 1_2025-12-02_15,2025-12-02 15:00:00,26.8,73.0,21.5,29.8,1.4,0.0,1.4,0.0,0.0,95.0,1009.8,967.4,100.0,79.0,90.0,16940.0,0.38,0.36,0.95,3.14,4.06,4.16,4.16,189.0,190.0,190.0,190.0,7.9,25.4,24.7,23.9,100.0,2.95,7.7,3600.0,23.0,4980.0,485.0,region 1,Thunderstorm with hail,43
region 2_2025-12-02_15,2025-12-02 15:00:00,31.1,61.0,22.7,35.0,0.3,0.0,0.3,0.0,0.0,80.0,1008.4,1002.2,100.0,63.0,56.0,24140.0,0.35,0.43,1.76,2.8,3.5,3.61,3.61,182.0,182.0,183.0,183.0,6.8,29.3,28.6,27.7,100.0,4.7,7.6,3600.0,25.2,4950.0,635.0,region 2,Thunderstorm no hail,3
region 3_2025-12-02_15,2025-12-02 15:00:00,30.6,66.0,23.5,34.4,0.0,0.0,0.0,0.0,0.0,3.0,1008.7,996.3,85.0,62.0,58.0,24140.0,0.32,0.4,1.49,3.85,4.96,4.96,5.08,189.0,189.0,189.0,190.0,8.0,28.8,28.0,27.2,18.0,4.05,7.55,3600.0,25.5,4900.0,780.0,region 3,Thunderstorm with hail,55
region 4_2025-12-02_15,2025-12-02 15:00:00,30.5,58.0,21.3,33.6,0.1,0.0,0.1,0.0,0.0,3.0,1008.6,990.6,94.0,68.0,74.0,18140.0,0.38,0.48,1.83,3.18,3.94,4.03,3.99,204.0,204.0,203.0,202.0,7.3,28.5,27.8,27.0,11.0,5.5,7.55,3600.0,24.1,4910.0,845.0,region 4,Thunderstorm with hail,43
region 5_2025-12-02_15,2025-12-02 15:00:00,30.2,69.0,23.9,34.1,0.0,0.0,0.0,0.0,0.0,2.0,1008.4,1003.1,70.0,43.0,54.0,24140.0,0.34,0.43,1.33,4.15,5.39,5.48,5.46,195.0,195.0,195.0,194.0,8.4,28.1,27.4,26.5,0.0,4.5,,3600.0,25.6,4910.0,715.0,region 5,Thunderstorm no hail,55
region 6_2025-12-02_15,2025-12-02 15:00:00,28.8,,24.6,33.6,0.0,0.0,0.0,0.0,0.0,3.0,1008.4,1006.0,82.0,68.0,34.0,24140.0,0.21,0.46,0.87,4.44,5.25,5.35,5.33,188.0,188.0,188.0,186.0,6.5,27.2,26.5,25.6,0.0,4.4,,3600.0,25.7,4910.0,595.0,region 6,Thunderstorm no hail,55
region 7_2025-12-02_15,2025-12-02 15:00:00,32.0,68.0,25.4,37.4,0.0,0.0,0.0,0.0,0.0,2.0,1008.4,1000.9,76.0,52.0,49.0,24140.0,0.35,0.53,1.52,4.27,5.29,5.39,5.39,196.0,195.0,195.0,195.0,8.1,29.3,28.5,27.6,0.0,2.8,7.55,3600.0,27.1,4930.0,640.0,region 7,Thunderstorm no hail,3
region 8_2025-12-02_15,2025-12-02 15:00:00,33.3,50.0,21.5,36.8,0.0,0.0,0.0,0.0,0.0,3.0,1007.8,996.9,97.0,61.0,55.0,24140.0,0.4,0.58,2.56,3.51,4.11,4.11,4.18,200.0,198.0,198.0,197.0,6.8,31.0,30.3,29.4,81.0,5.5,7.5,3600.0,25.1,4910.0,1370.0,region 8,Thunderstorm no hail,68
region 1_2025-12-02_16,2025-12-02 16:00:00,25.1,,22.0,28.6,5.3,0.0,5.3,0.0,0.0,96.0,1009.7,967.1,100.0,64.0,87.0,6240.0,0.23,0.17,0.54,2.66,3.73,3.83,3.83,200.0,200.0,200.0,200.0,7.2,23.9,23.3,22.5,100.0,1.6,5.7,0.0,22.8,5000.0,160.0,region 1,Thunderstorm with hail,68
region 2_2025-12-02_16,2025-12-02 16:00:00,30.0,,23.4,34.2,0.8,0.0,0.8,0.0,0.0,95.0,1008.3,1002.1,,62.0,62.0,24140.0,0.31,0.34,1.36,,3.98,4.18,4.37,168.0,168.0,169.0,169.0,7.4,28.3,27.6,26.8,100.0,3.25,5.65,3125.57,25.3,4990.0,750.0,region 2,Thunderstorm no hail,10
region 3_2025-12-02_16,2025-12-02 16:00:00,29.4,74.0,24.3,33.9,1.5,0.0,1.5,0.0,0.0,95.0,1008.5,996.1,100.0,32.0,64.0,24140.0,0.28,0.31,1.06,3.34,4.57,4.59,4.69,189.0,190.0,191.0,191.0,8.0,27.9,27.2,26.4,100.0,3.95,5.6,3600.0,25.6,4960.0,830.0,region 3,Thunderstorm with hail,65
region 4_2025-12-02_16,2025-12-02 16:00:00,28.6,72.0,23.0,32.3,1.4,0.0,1.4,0.0,0.0,95.0,1008.7,990.6,100.0,60.0,76.0,23660.0,0.26,0.27,1.09,3.36,4.58,4.8,4.88,217.0,216.0,216.0,215.0,7.1,27.1,26.5,25.6,100.0,2.2,5.6,3071.77,24.6,4980.0,495.0,region 4,Thunderstorm with hail,43
region 5_2025-12-02_16,2025-12-02 16:00:00,29.7,71.0,23.9,33.8,0.4,0.0,0.4,0.0,0.0,80.0,1008.1,1002.8,100.0,50.0,58.0,24140.0,0.3,0.37,1.21,3.71,5.02,5.14,5.22,194.0,193.0,193.0,192.0,8.5,28.0,27.3,26.4,100.0,4.85,5.6,3600.0,25.5,4980.0,820.0,region 5,Thunderstorm no hail,65
region 6_2025-12-02_16,2025-12-02 16:00:00,28.7,78.0,24.5,33.0,0.0,0.0,0.0,0.0,0.0,3.0,1008.1,1005.7,85.0,61.0,54.0,24140.0,0.2,0.38,0.87,4.1,4.9,5.0,5.0,183.0,182.0,181.0,181.0,6.6,27.3,26.6,25.8,15.0,4.85,5.6,3600.0,25.6,4940.0,800.0,region 6,Thunderstorm no hail,65
region 7_2025-12-02_16,2025-12-02 16:00:00,31.2,71.0,25.3,36.2,0.4,0.0,0.4,0.0,0.0,80.0,1008.1,1000.6,100.0,47.0,59.0,24140.0,0.29,0.4,1.32,3.65,4.65,4.75,4.75,189.0,189.0,188.0,188.0,8.0,29.1,28.3,27.5,100.0,4.55,5.65,3600.0,26.9,4970.0,765.0,region 7,Thunderstorm no hail,15
region 8_2025-12-02_16,2025-12-02 16:00:00,31.2,61.0,22.8,34.5,0.3,0.0,0.3,0.0,0.0,80.0,1008.0,997.0,100.0,35.0,63.0,24140.0,0.27,0.35,1.77,3.89,5.01,5.1,5.19,209.0,209.0,208.0,208.0,7.5,29.5,28.8,27.9,100.0,1.7,5.55,3600.0,25.2,4960.0,445.0,region 8,Thunderstorm no hail,75
region 1_2025-12-02_17,2025-12-02 17:00:00,24.1,89.0,22.2,28.3,1.9,0.0,1.9,0.0,0.0,95.0,1010.1,967.3,100.0,44.0,95.0,12380.0,0.13,0.09,0.33,1.53,2.04,2.14,2.24,191.0,191.0,191.0,190.0,6.3,23.1,22.5,21.8,100.0,0.55,3.45,0.0,22.7,5000.0,90.0,region 1,Thunderstorm with hail,78
